Parcel,Number,Ext,Dir,Street,Suffix,City,ZipCode,Subdivision,PlattedFrontage,MappedSQFT,ApproxTotal,UGDistrict
80611,816,,N,9TH,ST,KANSAS CITY,66101,WYANDOTTE CITY,75,"9,353.71",910,2
80547,615,,N,11TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,31.5,"3,540.79",540,2
80519,618,,N,11TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,40,"4,265.54",790,2
80517,702,,N,11TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,35,"4,174.78",780,2
80512,708,,N,10TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,74,"5,660.33","14,400.00",2
80506,1022,,,BARNETT,AVE,KANSAS CITY,66102,WYANDOTTE CITY,50,"6,908.87",770,2
80495,1052,,,BARNETT,AVE,KANSAS CITY,66102,WYANDOTTE CITY,30,"4,139.97",600,2
80486,1045,,,ANN,AVE,KANSAS CITY,66102,WYANDOTTE CITY,50,"5,904.26",710,2
80479,1023,,,ANN,AVE,KANSAS CITY,66102,WYANDOTTE CITY,50,"6,621.62",740,2
80453,809,,N,11TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,33,"3,217.88",520,2
80435,810,,N,10TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,128,"9,565.82",910,2
80414,1001,,,MINNESOTA,AVE,KANSAS CITY,66101,WYANDOTTE CITY,25,"3,048.19","9,750.00",2
80412,1060,,,MINNESOTA,AVE,KANSAS CITY,66101,WYANDOTTE CITY,62.5,"7,785.74","261,290.00",2
80409,1059,,,STATE,AVE,KANSAS CITY,66102,WYANDOTTE CITY,62.5,"7,939.53","25,410.00",2
80395,1027,,,NEBRASKA,AVE,KANSAS CITY,66102,WYANDOTTE CITY,25,"3,752.06",0,4
80393,1023,,,NEBRASKA,AVE,KANSAS CITY,66102,WYANDOTTE CITY,25,"3,891.62","3,910.00",4
80387,1009,,,NEBRASKA,AVE,KANSAS CITY,66102,WYANDOTTE CITY,25,"3,621.46","2,900.00",4
80367,1311,,N,10TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,24,"2,338.91",200,4
80366,1315,,N,10TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,25,"2,754.49",210,4
80365,1317,,N,10TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,35,"2,950.80",220,4
80338,1401,,N,10TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,26,"2,428.03",200,4
80337,1403,,N,10TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,26,"1,979.96",190,4
80336,1405,,N,10TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,27,"2,095.69",190,4
80335,1409,,N,10TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,27,"1,972.36",190,4
80334,1411,,N,10TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,27,"2,169.19",200,4
80333,1413,,N,10TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,28,"4,044.09",230,4
80332,1415,,N,10TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,45,"4,491.91",240,4
80312,1504,,N,9TH,ST,KANSAS CITY,66101,WYANDOTTE CITY,25,"2,473.40",200,4
80277,1512,,N,9TH,ST,KANSAS CITY,66101,WYANDOTTE CITY,41,"3,764.09",230,4
80276,1516,,N,9TH,ST,KANSAS CITY,66101,WYANDOTTE CITY,41,"3,104.98",220,4
80275,1520,,N,9TH,ST,KANSAS CITY,66101,WYANDOTTE CITY,41,"3,026.56",210,4
80237,1318,,N,10TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,25,"2,457.65",200,4
80236,1320,,N,10TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,25,"2,129.15",200,4
80235,1410,,N,10TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,133,"7,106.58",270,4
80227,1034,,,EVERETT,AVE,KANSAS CITY,66102,WYANDOTTE CITY,50,"7,089.34",270,4
80223,1042,,,EVERETT,AVE,KANSAS CITY,66102,WYANDOTTE CITY,25,"3,531.79",220,4
80219,1052,,,EVERETT,AVE,KANSAS CITY,66102,WYANDOTTE CITY,25,"3,540.45",220,4
80216,1405,,N,11TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,77,"3,901.19",230,4
80150,1137,,,EVERETT,AVE,KANSAS CITY,66102,WYANDOTTE CITY,37.5,"4,914.81",250,4
80133,1124,,,EVERETT,AVE,KANSAS CITY,66102,WYANDOTTE CITY,40,"5,611.48",260,4
80132,1126,,,EVERETT,AVE,KANSAS CITY,66102,WYANDOTTE CITY,35,"4,913.77",250,4
80118,1414,,N,11TH,ST,KANSAS CITY,66102,WYANDOTTE CITY,40,"3,902.78",230,4
7891,325,R,N,81ST,TER,KANSAS CITY,66112,STONY POINT SOUTH,0,208.577,120,7
7889,315,,N,82ND,ST,KANSAS CITY,66112,STONY POINT SOUTH,0,"1,042.67","1,270.00",7
77405,2921,,,EVERETT,AVE,KANSAS CITY,66102,WOODLAWN ADD TO KENSINGTON,0,"17,233.51",370,4
77334,1502,,N,27TH,ST,KANSAS CITY,66102,ENGLEWOOD ADD,75,"8,898.19",880,4
76627,1964,,N,32ND,ST,KANSAS CITY,66104,TENNYSON HEIGHTS,25,"2,756.89",210,4
75508,1846,,N,26TH,ST,KANSAS CITY,66104,CROWN HILL,35,"4,877.24",250,4
75505,1854,,N,26TH,ST,KANSAS CITY,66104,CROWN HILL,35,"5,415.11",260,4
75503,1860,,N,26TH,ST,KANSAS CITY,66104,CROWN HILL,50,"6,411.22",270,4
75351,1940,,N,26TH,ST,KANSAS CITY,66104,"CHELSEA PARK PT B2‐3, B15‐16",50,"5,941.92",260,4
75334,1955,,N,26TH,ST,KANSAS CITY,66104,"CHELSEA PARK PT B2‐3, B15‐16",25,"3,228.56",220,4
75333,1953,,N,26TH,ST,KANSAS CITY,66104,"CHELSEA PARK PT B2‐3, B15‐16",25,"3,021.21",210,4
75315,1862,,N,25TH,ST,KANSAS CITY,66104,"CHELSEA PARK PT B2‐3, B15‐16",25,"3,125.40",230,4
75229,1959,,N,25TH,ST,KANSAS CITY,66104,CHELSEA PARK B1,25,"4,070.06",230,4
75226,1947,,N,25TH,ST,KANSAS CITY,66104,CHELSEA PARK B1,62.5,"8,739.85",290,4
75218,1921,,N,25TH,ST,KANSAS CITY,66104,CHELSEA PARK B1,40,"5,341.80",260,4
74612,926,,S,COY,ST,KANSAS CITY,66105,"ARMOURDALE B61‐63,70‐72",50,"6,305.07","1,000.00",2
74610,916,,S,COY,ST,KANSAS CITY,66105,"ARMOURDALE B61‐63,70‐72",25,"3,487.05",860,2
73742,829,,S,MILL,ST,KANSAS CITY,66105,"ARMOURDALE B30‐33,37‐43,45‐69",50,"7,522.33","1,030.00",2
73741,831,,S,MILL,ST,KANSAS CITY,66105,"ARMOURDALE B30‐33,37‐43,45‐69",75,"11,229.58","1,140.00",2
73694,719,,S,COY,ST,KANSAS CITY,66105,"ARMOURDALE B30‐33,37‐43,45‐69",63.33,"8,129.88","1,050.00",2
73670,725,,S,8TH,ST,KANSAS CITY,66105,"ARMOURDALE B30‐33,37‐43,45‐69",25,"3,242.02",840,2
73666,713,,S,8TH,ST,KANSAS CITY,66105,"ARMOURDALE B30‐33,37‐43,45‐69",50,"6,278.20",990,2
73588,627,,S,PYLE,ST,KANSAS CITY,66105,ARMOURDALE 2ND ADD,0,"3,718.60",870,2
73152,831,,S,10TH,ST,KANSAS CITY,66105,ARMOURDALE B73‐99,25,"3,266.85",850,2
73026,635,,S,10TH,ST,KANSAS CITY,66105,ARMOURDALE B73‐99,25,"3,262.16",850,2
72940,717,,S,9TH,ST,KANSAS CITY,66105,ARMOURDALE B73‐99,25,"2,772.12",820,2
72889,830,,S,9TH,ST,KANSAS CITY,66105,ARMOURDALE B73‐99,25,"3,124.36",840,2
72815,826,H,S,10TH,ST,KANSAS CITY,66105,ARMOURDALE B73‐99,25,"2,754.92",820,2
72791,1009,,,MIAMI,AVE,KANSAS CITY,66105,ARMOURDALE B73‐99,50,"5,354.17",950,2
72775,910,,S,FERREE,ST,KANSAS CITY,66105,ARMOURDALE B73‐99,36.47,"4,499.21",910,2
72752,939,,,MIAMI,AVE,KANSAS CITY,66105,ARMOURDALE B73‐99,50,"5,871.14",980,2
72726,912,,S,MILL,ST,KANSAS CITY,66105,ARMOURDALE B73‐99,49.24,"6,044.89",980,2
72547,821,,S,12TH,ST,KANSAS CITY,66105,ARMOURDALE B100‐112,43.4,"3,913.76","16,100.00",2
72546,1139,,,PENNSYLVANIA,AVE,KANSAS CITY,66105,ARMOURDALE B100‐112,25,"2,575.02",810,2
72545,1137,,,PENNSYLVANIA,AVE,KANSAS CITY,66105,ARMOURDALE B100‐112,25,"2,871.27",830,2
72309,1313,H,,HASBROOK,AVE,KANSAS CITY,66105,ARMOURDALE B121‐128,25,"3,042.91",830,2
72308,1317,,,HASBROOK,AVE,KANSAS CITY,66105,ARMOURDALE B121‐128,23,"2,512.77",830,2
72253,1263,,,CUSTER,AVE,KANSAS CITY,66105,ARMOURDALE B121‐128,31.25,"3,359.43",850,2
72207,1316,,,HASBROOK,AVE,KANSAS CITY,66105,ARMOURDALE B121‐128,25,"2,955.28",850,2
71948,617,,S,11TH,ST,KANSAS CITY,66105,PACIFIC PLACE,26.87,"3,308.94",850,2
71373,370,,S,MILL,ST,KANSAS CITY,66101,SPLITLOG PARK,25,"3,801.50",580,2
71292,343,,S,10TH,ST,KANSAS CITY,66102,SPLITLOG PARK,82.5,"10,072.96",960,2
71241,314,,S,9TH,ST,KANSAS CITY,66101,SPLITLOG PARK,37.5,"5,131.24",660,2
71008,319,,S,11TH,ST,KANSAS CITY,66102,ARMOURDALE HEIGHTS WEST HALF B,30,"3,750.26","20,320.00",2
70412,215,,S,9TH,ST,KANSAS CITY,66101,FAIRVIEW,107,"2,817.80",480,2
70305,44,,S,MILL,ST,KANSAS CITY,66101,MOBERLY PLACE,43,"6,685.35",770,2
70207,14,,S,MILL,ST,KANSAS CITY,66101,HUSTED PLACE,25,"2,612.45",470,2
70114,209,,S,12TH,ST,KANSAS CITY,66102,WALLACE PLACE,38,"4,304.24",610,2
70106,240,,S,BETHANY,ST,KANSAS CITY,66102,WALLACE PLACE,237.5,"29,813.67","2,140.00",2
69524,29,,S,11TH,ST,KANSAS CITY,66102,MOUNT PANORAMA,50,"4,273.06",610,2
69503,8,,S,10TH,ST,KANSAS CITY,66102,MOUNT PANORAMA,50,"6,360.69",730,2
69404,14,,N,10TH,ST,KANSAS CITY,66102,MOUNT PANORAMA,135.03,"6,184.07","11,440.00",2
69148,14,,N,BOEKE,ST,KANSAS CITY,66101,FERREE PLACE,34,"4,675.56",630,2
69012,8,H,N,MILL,ST,KANSAS CITY,66101,HUSTED PLACE ANNEX,66,"7,379.46",790,2
69011,10,,N,MILL,ST,KANSAS CITY,66101,HUSTED PLACE ANNEX,33,"4,003.75",580,2
68949,2206,,,GARFIELD,AVE,KANSAS CITY,66104,CHELSEA PLACE,32.5,"4,159.43","6,990.00",4
68947,2202,,,GARFIELD,AVE,KANSAS CITY,66104,CHELSEA PLACE,50,"6,399.16",280,4
68938,2231,,,GARFIELD,AVE,KANSAS CITY,66104,CHELSEA PLACE,50,"6,573.87",270,4
68848,1970,,,FRANKLIN,AVE,KANSAS CITY,66104,CHELSEA PLACE,50,"6,380.25",270,4
68842,1975,,,GARFIELD,AVE,KANSAS CITY,66104,CHELSEA PLACE,50,"5,999.23",260,4
68839,1963,,,GARFIELD,AVE,KANSAS CITY,66104,CHELSEA PLACE,50,"6,118.13",270,4
68830,1930,,,GARFIELD,AVE,KANSAS CITY,66104,CHELSEA PLACE,43.33,"4,094.07",230,4
68823,1952,,,GARFIELD,AVE,KANSAS CITY,66104,CHELSEA PLACE,33.5,"4,641.98",240,4
68812,1981,,,TROUP,AVE,KANSAS CITY,66104,CHELSEA PLACE,50,"5,537.62",260,4
68798,1929,,,TROUP,AVE,KANSAS CITY,66104,CHELSEA PLACE,73,"4,295.54",240,4
68793,1924,R,,TROUP,AVE,KANSAS CITY,66104,CHELSEA PLACE,0,"1,747.48",90,4
68787,1938,,,TROUP,AVE,KANSAS CITY,66104,CHELSEA PLACE,50,"6,600.36",270,4
68779,1966,,,TROUP,AVE,KANSAS CITY,66104,CHELSEA PLACE,49.67,"7,537.35",280,4
68775,2001,,N,22ND,ST,KANSAS CITY,66104,CHELSEA PLACE,31.5,"3,188.57",220,4
68727,1873,,N,19TH,ST,KANSAS CITY,66104,CHELSEA PLACE,50,"6,343.73",270,4
68726,1869,,N,19TH,ST,KANSAS CITY,66104,CHELSEA PLACE,50,"6,637.95",270,4
68705,1858,,N,18TH,ST,KANSAS CITY,66104,CHELSEA PLACE,40,"4,138.54",240,4
68704,1862,,N,18TH,ST,KANSAS CITY,66104,CHELSEA PLACE,40,"4,855.55",250,4
68703,1866,,N,18TH,ST,KANSAS CITY,66104,CHELSEA PLACE,32.5,"4,519.91",240,4
68702,1870,,N,18TH,ST,KANSAS CITY,66104,CHELSEA PLACE,40,"4,601.64",250,4
68701,1872,,N,18TH,ST,KANSAS CITY,66104,CHELSEA PLACE,37,"4,322.21",240,4
68552,1709,,N,26TH,ST,KANSAS CITY,66102,WALLBROOK,42,"4,664.51",250,4
68532,1707,,N,25TH,ST,KANSAS CITY,66102,WALLBROOK,50,"5,622.00",260,4
68531,1703,,N,25TH,ST,KANSAS CITY,66102,WALLBROOK,50,"7,033.96",270,4
68525,1720,,N,24TH,ST,KANSAS CITY,66102,WALLBROOK,75,"9,421.13",300,4
68524,1724,,N,24TH,ST,KANSAS CITY,66102,WALLBROOK,25,"2,826.75",210,4
68519,1735,R,N,24TH,ST,KANSAS CITY,66102,WALLBROOK,50,"5,830.21",260,4
68518,1731,,N,24TH,ST,KANSAS CITY,66102,WALLBROOK,30,"3,814.68",230,4
68247,1213,,,PENNSYLVANIA,AVE,KANSAS CITY,66105,KIRBYS ADD,25,"2,874.99",790,2
68246,1211,,,PENNSYLVANIA,AVE,KANSAS CITY,66105,KIRBYS ADD,25,"2,875.02",850,2
68227,1235,,,TAYLOR,AVE,KANSAS CITY,66105,KIRBYS ADD,27.5,"2,134.85",790,2
68111,1268,,,PENNSYLVANIA,AVE,KANSAS CITY,66105,WILLIAMSON PLACE,50,"5,741.07",970,2
67539,1247,,,ALLEN,AVE,KANSAS CITY,66102,ROCK ISLAND PLACE NO 2,75,"8,653.62",870,2
67305,1212,,,HOMER,AVE,KANSAS CITY,66102,ROCK ISLAND PLACE,50,"6,672.18",750,2
67220,220,,N,THORPE,ST,KANSAS CITY,66102,BOSTON PLACE B23,50,"6,524.52",900,2
67218,208,,N,THORPE,ST,KANSAS CITY,66102,BOSTON PLACE B23,50,"6,405.34",890,2
67148,1215,,,SUMNER,AVE,KANSAS CITY,66102,BOSTON PLACE B1‐8,25,"3,112.78",510,2
66515,80,,S,13TH,ST,KANSAS CITY,66102,BOSTON PLACE ANNEX B1,45,"5,550.24",690,2
66514,74,,S,13TH,ST,KANSAS CITY,66102,BOSTON PLACE ANNEX B1,50,"6,430.68",740,2
66508,58,,S,13TH,ST,KANSAS CITY,66102,BOSTON PLACE ANNEX B1,25,"3,241.71",520,2
66310,112,,S,17TH,ST,KANSAS CITY,66102,RIVERVIEW HEIGHTS,50,"6,566.52",750,2
66236,1508,,N,26TH,ST,KANSAS CITY,66102,CHELSEA,50,"6,969.59",270,4
66220,1416,,N,26TH,ST,KANSAS CITY,66102,CHELSEA,50,"5,956.45",260,4
66214,1515,,N,27TH,ST,KANSAS CITY,66102,CHELSEA,50,"7,392.66",280,4
66198,2611,,,NEW JERSEY,AVE,KANSAS CITY,66102,CHELSEA,50,"8,449.36",140,4
66197,2601,,,NEW JERSEY,AVE,KANSAS CITY,66102,CHELSEA,125,"9,471.76",300,4
66181,1434,,N,25TH,ST,KANSAS CITY,66102,CHELSEA,50,"5,671.07",260,4
66164,2510,,,FREEMAN,AVE,KANSAS CITY,66102,CHELSEA,50,"6,131.13",270,4
66124,1614,,N,24TH,ST,KANSAS CITY,66102,CHELSEA,44.9,"8,055.64",140,4
66116,1511,,N,24TH,ST,KANSAS CITY,66102,CHELSEA,128.6,"13,056.98","8,810.00",4
66114,1512,,N,23RD,ST,KANSAS CITY,66102,CHELSEA,63.7,"8,985.98",290,4
66113,1514,,N,23RD,ST,KANSAS CITY,66102,CHELSEA,150,"17,886.05",380,4
66110,1515,,N,23RD,ST,KANSAS CITY,66102,CHELSEA,78.4,"8,825.68","6,230.00",4
66106,1603,,N,23RD,ST,KANSAS CITY,66102,CHELSEA,50,"6,387.93",260,4
66105,1609,,N,23RD,ST,KANSAS CITY,66102,CHELSEA,79.7,"10,242.17",310,4
66001,2553,,,EVERETT,AVE,KANSAS CITY,66102,BROOKLYN HEIGHTS,50,"6,431.80",270,4
65738,1512,,N,22ND,ST,KANSAS CITY,66102,CHELSEA ANNEX,48,"5,229.30",260,4
65717,1500,,N,23RD,ST,KANSAS CITY,66102,CHELSEA ANNEX,40,"4,946.98",250,4
65612,3533,,,FORD,AVE,KANSAS CITY,66102,MC ALPINES PLACE,135,"25,759.18",570,4
65291,2141,,,NEW JERSEY,AVE,KANSAS CITY,66102,WESTHEIGHT MANOR NO 3 REP,120,"15,733.89","16,830.00",4
64725,3608,,,GARFIELD,AVE,KANSAS CITY,66102,WESTWOOD,56,"5,488.33",260,1
64656,1872,,N,38TH,ST,KANSAS CITY,66102,DEBUS HEIGHTS,100,"13,963.03",340,1
64202,3401,,,FREEMAN,AVE,KANSAS CITY,66102,DOWNINGS SUB,108,"14,940.10",350,4
64079,3434,,,FREEMAN,AVE,KANSAS CITY,66102,WEST RIDGE,50,"11,213.35",320,4
64034,3551,,,FREEMAN,AVE,KANSAS CITY,66102,WEST RIDGE,75,"10,250.35",310,4
64023,3228,,,FREEMAN,AVE,KANSAS CITY,66102,WEST RIDGE,50,"5,307.05",260,4
64010,3430,,,FREEMAN,AVE,KANSAS CITY,66102,WEST RIDGE,50,"15,032.23",350,4
64009,3432,,,FREEMAN,AVE,KANSAS CITY,66102,WEST RIDGE,50,"10,411.89",310,4
63649,1128,,N,32ND,ST,KANSAS CITY,66102,WOODLAND PARK,85,"17,164.26",380,4
63643,1308,,N,32ND,ST,KANSAS CITY,66102,WOODLAND PARK,50,"10,932.95",310,4
63578,1407,,N,32ND,ST,KANSAS CITY,66102,WOODLAND PARK,45,"9,883.87",300,4
63570,3212,,,EVERETT,AVE,KANSAS CITY,66102,WOODLAND PARK,47.5,"9,163.36",300,4
63566,3232,,,EVERETT,AVE,KANSAS CITY,66102,WOODLAND PARK,50,"4,768.95",250,4
62912,4015,,,COLEMAN,CT,KANSAS CITY,66102,JUDDLAND,146.6,"7,734.02",280,4
62008,4328,R,,GARFIELD,AVE,KANSAS CITY,66102,SEEMAN HEIGHTS L1‐49,0,"4,445.21","1,890.00",4
61709,1925,,N,47TH,ST,KANSAS CITY,66102,ROHRBACH ESTATE SUB,697.1,"78,508.38","9,760.00",4
61701,1948,,N,46TH,TER,KANSAS CITY,66102,ROHRBACH ESTATE SUB,69.13,"6,871.45","4,010.00",4
61454,1415,,N,40TH,ST,KANSAS CITY,66102,ORCHARD HILL,247.8,"60,387.53","74,290.00",4
60500,1739,,N,47TH,ST,KANSAS CITY,66102,WYANDOTTE VILLAGE REP,10,919.889,590,4
60499,1739,R,N,47TH,ST,KANSAS CITY,66102,WYANDOTTE VILLAGE REP,10,945.905,590,4
59183,62,,S,23RD,ST,KANSAS CITY,66102,CLIFTON HILLS,50,"6,320.89",750,4
59174,81,,S,24TH,ST,KANSAS CITY,66102,CLIFTON HILLS,50,"6,515.17",750,4
59151,79,,S,25TH,ST,KANSAS CITY,66102,CLIFTON HILLS,100,"13,871.69",900,4
59025,16,,S,22ND,ST,KANSAS CITY,66102,CLIFTON HILLS,100,"12,975.48",880,4
58943,249,,N,25TH,ST,KANSAS CITY,66102,CLIFTON HILLS,50,"6,764.24",760,4
58930,209,,N,26TH,ST,KANSAS CITY,66102,CLIFTON HILLS,0.01,"6,513.04",750,4
58054,31,,S,21ST,ST,KANSAS CITY,66102,GRACE HILL,25,"3,374.99",690,4
58025,54,,S,20TH,ST,KANSAS CITY,66102,GRACE HILL,40,"5,144.29",720,4
57065,338,,N,32ND,ST,KANSAS CITY,66102,GRANDVIEW ANNEX,25,"3,049.55",650,4
56729,302,,N,33RD,ST,KANSAS CITY,66102,GRANDVIEW ORCHARD,12.5,"1,470.97",310,4
56717,3408,,,FORD,AVE,KANSAS CITY,66102,GRANDVIEW ORCHARD,46,"4,554.73",710,4
56687,232,,N,33RD,ST,KANSAS CITY,66102,GRANDVIEW ORCHARD,100,"5,467.05",730,4
56653,318,,N,34TH,ST,KANSAS CITY,66102,GRANDVIEW ORCHARD,50,"5,817.99",740,4
56652,316,,N,34TH,ST,KANSAS CITY,66102,GRANDVIEW ORCHARD,50,"5,646.88",730,4
55710,3115,,,TAUROMEE,AVE,KANSAS CITY,66102,PARKVIEW,50,"4,882.76",720,4
54051,1873,,,MINNESOTA,AVE,KANSAS CITY,66102,KERRS PARK ADD,35,"4,704.67",800,4
54050,1857,,,MINNESOTA,AVE,KANSAS CITY,66102,KERRS PARK ADD,49,"6,024.49",860,4
53052,5204,,,MIAMI,AVE,KANSAS CITY,66106,PANORAMA HEIGHTS RES,75,"7,842.94","22,260.00",6
52602,5209,,,CUSTER,AVE,KANSAS CITY,66106,ALMEDA PLACE,27,"3,516.44","10,650.00",6
52601,5205,,,CUSTER,AVE,KANSAS CITY,66106,ALMEDA PLACE,54,"6,629.23","21,980.00",6
52428,645,,S,54TH,ST,KANSAS CITY,66106,SWINGLEY TRACT SUB,48.33,"6,106.17","21,830.00",6
51619,643,,N,54TH,ST,KANSAS CITY,66106,LENOX FARMS,232,"78,778.16","17,650.00",8
51618,5310,,,MUNCIE,DR,KANSAS CITY,66102,LENOX FARMS,0,"34,088.65","10,580.00",8
51211,4707,,,TAUROMEE,AVE,KANSAS CITY,66102,LOCUST HILL ADD,75.9,"8,340.53","4,250.00",8
51010,1904,,S,73RD,TER,KANSAS CITY,66106,BEATTIES ADD,145,"12,951.06","7,800.00",6
50922,3001,,N,71ST,ST,KANSAS CITY,66109,MALOTT ESTATE SUB,628.48,"25,640.82",820,8
50257,5118,,,DOUGLAS,AVE,KANSAS CITY,66106,APPLEWOOD VALLEY (NO 2),80,"14,708.90","21,540.00",6
49903,1766,,S,49TH,PL,KANSAS CITY,66106,SOUTH CEDAR LAWN ADD,90.52,"15,505.69","22,260.00",6
49690,1536,,S,49TH,ST,KANSAS CITY,66106,CEDAR LAWN,65,"7,318.54","22,130.00",6
47768,1320,,N,51ST,ST,KANSAS CITY,66102,VILLANOVO,1,880.344,60,1
47707,1221,,N,50TH,TER,KANSAS CITY,66102,VILLANOVO,70,"10,009.70","4,530.00",1
47597,1312,,N,47TH,ST,KANSAS CITY,66102,COMBS PARK,50,"11,140.12","4,720.00",1
47593,1325,,N,48TH,ST,KANSAS CITY,66102,COMBS PARK,145.2,"24,287.58","5,050.00",1
47572,1231,,N,48TH,TER,KANSAS CITY,66102,COMBS PARK,0,"24,738.09","5,060.00",1
47521,1220,,N,50TH,ST,KANSAS CITY,66102,COMBS PARK,0,"38,618.41","5,410.00",1
47500,1338,,N,48TH,ST,KANSAS CITY,66102,COMBS PARK,103.6,"23,795.48","5,030.00",1
47435,1525,,N,51ST,ST,KANSAS CITY,66102,SPRINGVALE SUB,60,"7,860.79","26,260.00",1
47411,5001,,,FREEMAN,AVE,KANSAS CITY,66102,SPRINGVALE SUB,60,"14,738.24","4,810.00",1
47410,5009,,,FREEMAN,AVE,KANSAS CITY,66102,SPRINGVALE SUB,62.37,"13,691.79","4,780.00",1
47403,1510,,N,49TH,ST,KANSAS CITY,66102,SPRINGVALE SUB,70,"6,880.10","3,980.00",1
47369,1701,,N,51ST,ST,KANSAS CITY,66102,SPRINGVALE SUB,60,"8,970.07","2,170.00",1
47368,1635,,N,51ST,ST,KANSAS CITY,66102,SPRINGVALE SUB,60,"9,149.02","2,190.00",1
47365,1621,,N,51ST,ST,KANSAS CITY,66102,SPRINGVALE SUB,60,"9,140.97","2,190.00",1
4703,6014,R,,FREEMAN,AVE,KANSAS CITY,66102,CORONADO NORTH,0,"36,596.18","2,680.00",8
46917,1415,,N,48TH,ST,KANSAS CITY,66102,DETMER ADD,10,949.309,290,1
4641,6142,,,EVERETT,AVE,KANSAS CITY,66102,CORONADO NORTH,75,"16,339.60",480,8
4624,6151,,,EVERETT,AVE,KANSAS CITY,66102,CORONADO NORTH,169.13,"15,994.83","2,420.00",8
4520,1608,,N,61ST,TER,KANSAS CITY,66102,CORONADO NORTH,69.81,"15,406.35","4,810.00",8
4421,6116,,,STATE,AVE,KANSAS CITY,66102,CORONADO HILLS RES,0.01,"34,135.44","8,460.00",8
4311,6236,,,FREEMAN,AVE,KANSAS CITY,66102,CORONADO NORTH RES,75,"14,075.53","2,400.00",8
406501,5320,,,STATE,AVE,KANSAS CITY,66102,REIDY RIDGE,628.33,"195,859.53","46,770.00",1
4042,6214,,,TROUP,AVE,KANSAS CITY,66102,COUNTRY SIDE WEST,80,"10,344.66","7,820.00",8
40305,3519,,N,80TH,ST,KANSAS CITY,66109,SCHULER ADD,84,"15,006.96","22,140.00",8
4024,6226,,,GARFIELD,CV,KANSAS CITY,66104,COUNTRY SIDE WEST,42.26,"9,457.04","6,930.00",8
40100,2000,,N,53RD,ST,KANSAS CITY,66104,KELLEYS ACRES,211.8,"23,120.31","12,240.00",8
40014,2001,,N,54TH,ST,KANSAS CITY,66104,LANES SUB,137.3,"31,562.09","12,840.00",8
39766,2601,,N,52ND,ST,KANSAS CITY,66104,WELBORN PARK RES,105.73,"9,511.71","10,400.00",8
39765,2541,,N,52ND,ST,KANSAS CITY,66104,WELBORN PARK RES,125.86,"11,279.96","11,010.00",8
39757,2525,,N,52ND,ST,KANSAS CITY,66104,WELBORN PARK RES,0,"48,898.82","14,030.00",8
39755,5148,,,CLEVELAND,AVE,KANSAS CITY,66104,WELBORN PARK RES,75,"8,771.92","10,160.00",8
39754,5142,,,CLEVELAND,AVE,KANSAS CITY,66104,WELBORN PARK RES,75,"8,866.35","10,190.00",8
39753,5136,,,CLEVELAND,AVE,KANSAS CITY,66104,WELBORN PARK RES,75,"8,674.01","10,190.00",8
39752,5130,,,CLEVELAND,AVE,KANSAS CITY,66104,WELBORN PARK RES,75,"9,268.43","2,620.00",8
39751,5126,,,CLEVELAND,AVE,KANSAS CITY,66104,WELBORN PARK RES,62,"10,799.56","10,850.00",8
39750,2508,,N,51ST,TER,KANSAS CITY,66104,WELBORN PARK RES,75,"10,048.06","3,530.00",8
39749,2516,,N,51ST,TER,KANSAS CITY,66104,WELBORN PARK RES,75,"9,959.86","3,520.00",8
39748,2524,,N,51ST,TER,KANSAS CITY,66104,WELBORN PARK RES,75,"10,123.51","3,540.00",8
39742,2504,,N,52ND,ST,KANSAS CITY,66104,WELBORN PARK RES,75,"12,089.83","3,730.00",8
39741,2508,,N,52ND,ST,KANSAS CITY,66104,WELBORN PARK RES,0,"12,096.69","3,760.00",8
39731,2514,,N,52ND,ST,KANSAS CITY,66104,WELBORN PARK RES,0,"11,701.52","3,690.00",8
39730,2524,,N,52ND,ST,KANSAS CITY,66104,WELBORN PARK RES,90,"12,247.87","11,320.00",8
3815,1823,,N,55TH,ST,KANSAS CITY,66102,RAMSEYS SUB,0,"16,966.64","6,870.00",1
37521,2923,,N,56TH,ST,KANSAS CITY,66104,MENSER ESTATE,82.5,"26,177.10","16,700.00",8
37511,3003,,N,56TH,ST,KANSAS CITY,66104,MENSER ESTATE,0,"9,079.94","13,690.00",8
